city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy
Manhattan,Modern Clean Studio 2 blocks from Central Park,Entire apartment,$145 ,Eugene,164 Reviews,4.5,"['4 guests', 'Studio', '0 beds', '1 bath', '\U000f0004\n1065 Reviews', '\U000f0019\nVerified']"
Manhattan,"Quiet, tranquil room in the middle of everything!",Private room in apartment,$149 ,Eddie,121 Reviews,4.5,"['4 guests', '1 bedroom', '1 bed', '2 shared baths', '\U000f0004\n1 Review', '\U000f0019\nVerified']"
Manhattan,Fascinating Modern Apartment - 5 mins Time Square,Entire apartment,$200 ,Edison,121 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n147 Reviews', '\U000f0019\nVerified']"
Manhattan,"Beautiful spacious one bedroom, upper east side",Entire apartment,$180 ,Julia,92 Reviews,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n92 Reviews', '\U000f0019\nVerified']"
Manhattan,"Beautiful spacious one bedroom, upper east side",Entire apartment,$180 ,Julia,92 Reviews,5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n92 Reviews', '\U000f0019\nVerified']"
Manhattan,Large 1 bedroom loft GREAT location,Entire apartment,$289 ,Chi,147 Reviews,4.5,"['8 guests', '1 bedroom', '4 beds', '1 bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']"
Manhattan,MODERN STYLISH PENTHOUSE SUITE @ CENTRAL PARK,Entire apartment,$166 ,Gregory,52 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n147 Reviews', '\U000f0019\nVerified']"
Manhattan,Sophisticated Harlem True 2BR NYC,Entire apartment,$195 ,Enid,133 Reviews,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n136 Reviews', '\U000f0019\nVerified']"
Manhattan,Mins to SOHO-Good sized 2 Bdrms w/ real comfy beds,Entire apartment,$181 ,Kandee,135 Reviews,4.5,"['6 guests', '2 bedrooms', '4 beds', '1 bath', '\U000f0004\n188 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']"
Manhattan,Cool room in Manhattan - Comfortable for 3 guests,Private room in apartment,$195 ,Ana,139 Reviews,4.5,"['3 guests', '1 bedroom', '3 beds', '1 shared bath', '\U000f0004\n334 Reviews', '\U000f0019\nVerified']"
Manhattan,"New Apt near Central Park, Broadway, Museums",Entire apartment,$145 ,Angela,58 Reviews,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n64 Reviews', '\U000f0019\nVerified']"
Manhattan,2 BR in Times Sq: The heart of NYC,Entire apartment,$275 ,Layka,192 Reviews,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n344 Reviews', '\U000f1101\n4 References', '\U000f0019\nVerified']"
Manhattan,"BEST LOWER EAST SIDE APT, SLEEPS 4",Entire apartment,$245 ,Ren,209 Reviews,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n252 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful GRDN Apt Chelsea Meatpacking Min 30 days,Entire townhouse,$250 ,Vanessa,195 Reviews,5,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n200 Reviews', '\U000f0019\nVerified']"
Manhattan,Luxury Apt in EV - 2 Spacious BR + 2 Full Bath!!,Entire apartment,$199 ,Em,170 Reviews,5,"['5 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n180 Reviews', '\U000f1101\n6 References', '\U000f0019\nVerified']"
Manhattan,LARGE LOFT STUDIO- CENTER MANHATTAN,Entire apartment,$149 ,Ale,146 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n152 Reviews', '\U000f0019\nVerified']"
Manhattan,Great studio in Hells Kitchen!!!,Entire apartment,$149 ,Greg,59 Reviews,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n59 Reviews', '\U000f0019\nVerified']"
Manhattan,UNBEATABLE LOCATION/TIMES SQUARE!,Entire apartment,$239 ,Leo,137 Reviews,4.5,"['4 guests', '2 bedrooms', '0 beds', '1 bath', '\U000f0004\n137 Reviews', '\U000f0019\nVerified']"
Manhattan,Quaint and Large midtown 1Bed next to Empire state,Entire apartment,$154 ,Jamie,80 Reviews,5,"['5 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n80 Reviews', '\U000f0019\nVerified']"
Manhattan,Spacious 1 BR Apartment - Sleeps 4,Entire apartment,$220 ,Patrick,180 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n189 Reviews', '\U000f1101\n2 References', '\U000f0019\nVerified']"
Manhattan,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,Entire apartment,$165 ,Emma,114 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n114 Reviews', '\U000f0019\nVerified']"
Manhattan,Fun Unique Spacious Midtown Getaway,Entire apartment,$245 ,William,141 Reviews,4.5,"['6 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n142 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful Apartment near Times Square Central Park,Entire apartment,$241 ,Ash,94 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n94 Reviews', '\U000f0019\nVerified']"
Manhattan,Entire floor. Private bathroom. Great location.,Private room in apartment,$149 ,Elena,184 Reviews,4.5,"['3 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n300 Reviews', '\U000f0019\nVerified']"
Manhattan,Stunning 2bed/2bath Steps to Central Park,Entire apartment,$199 ,Chris,31 Reviews,4.5,"['8 guests', '2 bedrooms', '2 beds', '2 baths', '\U000f0004\n45 Reviews', '\U000f0019\nVerified']"
Manhattan,Charming Duplex in Manhattan,Entire apartment,$155 ,Chito And Xavier,77 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n169 Reviews', '\U000f0019\nVerified']"
Manhattan,Bright and stylish bedroom 20min from Times Square,Private room in condominium,$72 ,Max And Kathy,22 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '2 shared baths', '\U000f0004\n89 Reviews', '\U000f0019\nVerified']"
Manhattan,Unique Spacious 2BDR in NOLITA,Entire apartment,$192 ,Jay,163 Reviews,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n175 Reviews', '\U000f0019\nVerified']"
Manhattan,Artsy Harlem Guest Space,Entire guest suite,$125 ,Laura,224 Reviews,4.5,"['4 guests', 'Studio', '3 beds', '1 bath', '\U000f0004\n224 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful APT in the HEART of Manhattan!!!!,Entire apartment,$142 ,Salvatore,220 Reviews,4.5,"['3 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n245 Reviews', '\U000f0019\nVerified']"
Manhattan,Lovely Deluxe Studio near Lincoln Center,Entire apartment,$191 ,Albar,226 Reviews,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n237 Reviews', '\U000f0019\nVerified']"
Manhattan,Gorgeous Renovated 1BR - close to Central Park,Entire apartment,$140 ,Kate,78 Reviews,4.5,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n78 Reviews', '\U000f0019\nVerified']"
Manhattan,"Big 1st Meal, Kind Host, Ace Space",Private room in apartment,$134 ,Nancy,314 Reviews,4.5,"['3 guests', '2 bedrooms', '3 beds', '1 shared bath', '\U000f0004\n328 Reviews', '\U000f1101\n3 References', '\U000f0019\nVerified']"
Manhattan,UNBEATABLE LOCATION/TIMES SQUARE!,Entire apartment,$239 ,Leo,137 Reviews,4.5,"['4 guests', '2 bedrooms', '0 beds', '1 bath', '\U000f0004\n137 Reviews', '\U000f0019\nVerified']"
Manhattan,NYC Bedroom in Amazing Location!,Private room in apartment,$133 ,Sterling,143 Reviews,5,"['4 guests', '1 bedroom', '3 beds', '1 shared bath', '\U000f0004\n322 Reviews']"
Manhattan,Full Floor Apt 3Br in Times Sq,Entire apartment,$378 ,Andrea,160 Reviews,4.5,"['6 guests', '3 bedrooms', '4 beds', '1 bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']"
Manhattan,Sunny & Clean- Soho/west village loft,Entire apartment,$169 ,Candy,14 Reviews,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n14 Reviews', '\U000f0019\nVerified']"
Manhattan,[205] 5 min WALK to Times Square,Private room in apartment,$210 ,Yasu & Akiko,175 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n1875 Reviews', '\U000f0019\nVerified']"
Manhattan,NYC Top-Floor Mid-Town Apartment (new openings!),Private room in apartment,$190 ,Chuck,21 Reviews,5,"['5 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n21 Reviews', '\U000f0019\nVerified']"
Manhattan,Upper East Chic 1BR Apartment Near Central Park,Entire apartment,$169 ,Song,30 Reviews,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n31 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful 1BR Apt near Time Square,Entire apartment,$180 ,Lance,48 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n51 Reviews', '\U000f0019\nVerified']"
Manhattan,Cute private space in an Awesome Location,Entire condominium,$180 ,Fred,148 Reviews,4,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n148 Reviews']"
Manhattan,NYC Top-Floor Mid-Town Apartment (new openings!),Private room in apartment,$190 ,Chuck,21 Reviews,5,"['5 guests', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n21 Reviews', '\U000f0019\nVerified']"
Manhattan,Charming 1BR Apartment close to Time Square,Entire apartment,$170 ,Jose,115 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n118 Reviews', '\U000f0019\nVerified']"
Manhattan,Pleasant UpperEastSide Townhouse Garden Studio,Entire house,$139 ,Kate,80 Reviews,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n662 Reviews']"
Manhattan,QUAINT HELL'S KITCHEN STUDIO!!!,Entire apartment,$169 ,Kevin,159 Reviews,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n160 Reviews', '\U000f0019\nVerified']"
Manhattan,Heart of the West,Entire apartment,$180 ,Ash,3 Reviews,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n230 Reviews', '\U000f0019\nVerified']"
Manhattan,Sunny & Clean- Soho/west village loft,Entire apartment,$169 ,Candy,14 Reviews,4.5,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n14 Reviews', '\U000f0019\nVerified']"
Manhattan,Landmark 2 Bedroom West Village NYC,Entire apartment,$225 ,West Village,143 Reviews,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n392 Reviews', '\U000f0019\nVerified']"
Manhattan,East Village Bed & Breakfast - Subway 2 short Blks,Private room in apartment,$124 ,Helen,127 Reviews,4.5,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n153 Reviews', '\U000f0019\nVerified']"
Manhattan,Private Room w/a Patio In Center of Manhattan!,Private room in apartment,$125 ,Teresa,51 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '\U000f0004\n138 Reviews', '\U000f0019\nVerified']"
Manhattan,Modern 1 Bedroom Apt - Trendy & Historic Downtown,Entire apartment,$230 ,John,145 Reviews,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n300 Reviews', '\U000f0019\nVerified']"
Manhattan,Beautiful Upper East Side Apartment,Entire apartment,$150 ,Eli,129 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']"
Manhattan,Entire 2 bdrm/2 bth UWS/RiversdePrk,Entire apartment,$186 ,Mike,69 Reviews,4.5,"['4 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n73 Reviews', '\U000f0019\nVerified']"
Manhattan,Stylish & Inviting Brownstone Apt,Entire apartment,$180 ,Jennifer And Kenneth,109 Reviews,5,"['4 guests', 'Studio', '2 beds', '1 bath', '\U000f0004\n109 Reviews', '\U000f0019\nVerified']"
Manhattan,One bedroom escape,Entire apartment,$130 ,Chuck,104 Reviews,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n104 Reviews', '\U000f0019\nVerified']"
Manhattan,Accessible Two Bedded Suite With Kitchen near MSG,Room in hotel,$157 ,Stewart Hotel,,,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n5 Reviews']"
Manhattan,Stylish & Spacious Apartment in Harlem Brownstone,Entire apartment,$147 ,Elisia,103 Reviews,4.5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n104 Reviews', '\U000f0019\nVerified']"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
